IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),COD_REG_NAT,REGION NATURAL
200206,PIURA,AYABACA,PACAIPAMPA,PACAIPAMPA,1,COSTA
200207,PIURA,AYABACA,PAIMAS,PAIMAS,1,COSTA
200208,PIURA,AYABACA,SAPILLICA,SAPILLICA,1,COSTA
200209,PIURA,AYABACA,SICCHEZ,SICCHEZ,1,COSTA
200210,PIURA,AYABACA,SUYO,SUYO,1,COSTA
200301,PIURA,HUANCABAMBA,HUANCABAMBA,HUANCABAMBA,3,SELVA ALTA
200302,PIURA,HUANCABAMBA,CANCHAQUE,CANCHAQUE,1,COSTA
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,SAPALACHE,2,SIERRA
200304,PIURA,HUANCABAMBA,HUARMACA,HUARMACA,2,SIERRA
200305,PIURA,HUANCABAMBA,LALAQUIZ,TUNAL,1,COSTA
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,SAN MIGUEL DE EL FAIQUE,1,COSTA
200307,PIURA,HUANCABAMBA,SONDOR,SONDOR,2,SIERRA
200308,PIURA,HUANCABAMBA,SONDORILLO,SONDORILLO,3,SELVA ALTA
200401,PIURA,MORROPON,CHULUCANAS,CHULUCANAS,1,COSTA
200402,PIURA,MORROPON,BUENOS AIRES,BUENOS AIRES,1,COSTA
200403,PIURA,MORROPON,CHALACO,CHALACO,2,SIERRA
200404,PIURA,MORROPON,LA MATANZA,LA MATANZA,1,COSTA
200405,PIURA,MORROPON,MORROPON,MORROPON,1,COSTA
200406,PIURA,MORROPON,SALITRAL,SALITRAL,1,COSTA
200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,BIGOTE,1,COSTA
200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,PALTASHACO,1,COSTA
200409,PIURA,MORROPON,SANTO DOMINGO,SANTO DOMINGO,1,COSTA
200410,PIURA,MORROPON,YAMANGO,YAMANGO,1,COSTA
200501,PIURA,PAITA,PAITA,PAITA,1,COSTA
200502,PIURA,PAITA,AMOTAPE,AMOTAPE,1,COSTA
200503,PIURA,PAITA,ARENAL,ARENAL,1,COSTA
200504,PIURA,PAITA,COLAN,SAN LUCAS (PUEBLO NUEVO DE COLAN),1,COSTA
200505,PIURA,PAITA,LA HUACA,LA HUACA,1,COSTA
200506,PIURA,PAITA,TAMARINDO,TAMARINDO,1,COSTA
200507,PIURA,PAITA,VICHAYAL,SAN FELIPE DE VICHAYAL,1,COSTA
200601,PIURA,SULLANA,SULLANA,SULLANA,1,COSTA
200602,PIURA,SULLANA,BELLAVISTA,BELLAVISTA,1,COSTA
200603,PIURA,SULLANA,IGNACIO ESCUDERO,SAN JACINTO,1,COSTA
200604,PIURA,SULLANA,LANCONES,LANCONES,1,COSTA
200605,PIURA,SULLANA,MARCAVELICA,MARCAVELICA,1,COSTA
200606,PIURA,SULLANA,MIGUEL CHECA,SOJO,1,COSTA
200607,PIURA,SULLANA,QUERECOTILLO,QUERECOTILLO,1,COSTA
200608,PIURA,SULLANA,SALITRAL,SALITRAL,1,COSTA
200701,PIURA,TALARA,PARIÑAS,TALARA,1,COSTA
200702,PIURA,TALARA,EL ALTO,EL ALTO,1,COSTA
200703,PIURA,TALARA,LA BREA,NEGRITOS,1,COSTA
200704,PIURA,TALARA,LOBITOS,LOBITOS,1,COSTA
200705,PIURA,TALARA,LOS ORGANOS,LOS ORGANOS,1,COSTA
200706,PIURA,TALARA,MANCORA,MANCORA,1,COSTA
200801,PIURA,SECHURA,SECHURA,SECHURA,1,COSTA
200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,BELLAVISTA,1,COSTA
200803,PIURA,SECHURA,BERNAL,BERNAL,1,COSTA
200804,PIURA,SECHURA,CRISTO NOS VALGA,SAN CRISTO,1,COSTA
200805,PIURA,SECHURA,VICE,VICE,1,COSTA
200806,PIURA,SECHURA,RINCONADA LLICUAR,DOS PUEBLOS,1,COSTA
210101,PUNO,PUNO,PUNO,PUNO,2,SIERRA
210102,PUNO,PUNO,ACORA,ACORA,2,SIERRA
210103,PUNO,PUNO,AMANTANI,AMANTANI,2,SIERRA
210104,PUNO,PUNO,ATUNCOLLA,ATUNCOLLA,2,SIERRA
210105,PUNO,PUNO,CAPACHICA,CAPACHICA,2,SIERRA
210106,PUNO,PUNO,CHUCUITO,CHUCUITO,2,SIERRA
210107,PUNO,PUNO,COATA,COATA,2,SIERRA
210108,PUNO,PUNO,HUATA,HUATA,2,SIERRA
210109,PUNO,PUNO,MAÑAZO,MAÑAZO,2,SIERRA
210110,PUNO,PUNO,PAUCARCOLLA,PAUCARCOLLA,2,SIERRA
210111,PUNO,PUNO,PICHACANI,LARAQUERI,2,SIERRA
210112,PUNO,PUNO,PLATERIA,PLATERIA,2,SIERRA
210113,PUNO,PUNO,SAN ANTONIO,JUNCAL /14,2,SIERRA
210114,PUNO,PUNO,TIQUILLACA,TIQUILLACA,2,SIERRA
210115,PUNO,PUNO,VILQUE,VILQUE,2,SIERRA
210201,PUNO,AZANGARO,AZANGARO,AZANGARO,2,SIERRA
210202,PUNO,AZANGARO,ACHAYA,ACHAYA,2,SIERRA
210203,PUNO,AZANGARO,ARAPA,ARAPA,2,SIERRA
210204,PUNO,AZANGARO,ASILLO,ASILLO,2,SIERRA
210205,PUNO,AZANGARO,CAMINACA,CAMINACA,2,SIERRA
210206,PUNO,AZANGARO,CHUPA,CHUPA,2,SIERRA
210207,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,ESTACION DE PUCARA,2,SIERRA
210208,PUNO,AZANGARO,MUÑANI,MUÑANI,2,SIERRA
210209,PUNO,AZANGARO,POTONI,POTONI,2,SIERRA
210210,PUNO,AZANGARO,SAMAN,SAMAN,2,SIERRA
210211,PUNO,AZANGARO,SAN ANTON,SAN ANTON,2,SIERRA
210212,PUNO,AZANGARO,SAN JOSE,SAN JOSE,2,SIERRA
210213,PUNO,AZANGARO,SAN JUAN DE SALINAS,SAN JUAN DE SALINAS,2,SIERRA
210214,PUNO,AZANGARO,SANTIAGO DE PUPUJA,SANTIAGO DE PUPUJA,2,SIERRA
210215,PUNO,AZANGARO,TIRAPATA,TIRAPATA,2,SIERRA
210301,PUNO,CARABAYA,MACUSANI,MACUSANI,2,SIERRA
210302,PUNO,CARABAYA,AJOYANI,AJOYANI,2,SIERRA
210303,PUNO,CARABAYA,AYAPATA,AYAPATA,2,SIERRA
210304,PUNO,CARABAYA,COASA,COASA,2,SIERRA
210305,PUNO,CARABAYA,CORANI,CORANI,2,SIERRA
210306,PUNO,CARABAYA,CRUCERO,CRUCERO,2,SIERRA
210307,PUNO,CARABAYA,ITUATA,TAMBILLO /15,2,SIERRA
210308,PUNO,CARABAYA,OLLACHEA,OLLACHEA,2,SIERRA
210309,PUNO,CARABAYA,SAN GABAN,LANLACUNI BAJO,3,SELVA ALTA
210310,PUNO,CARABAYA,USICAYOS,USICAYOS,2,SIERRA
210401,PUNO,CHUCUITO,JULI,JULI,2,SIERRA
210402,PUNO,CHUCUITO,DESAGUADERO,DESAGUADERO,2,SIERRA
210403,PUNO,CHUCUITO,HUACULLANI,HUACULLANI,2,SIERRA
210404,PUNO,CHUCUITO,KELLUYO,KELLUYO,2,SIERRA
210405,PUNO,CHUCUITO,PISACOMA,PISACOMA,2,SIERRA
210406,PUNO,CHUCUITO,POMATA,POMATA,2,SIERRA
210407,PUNO,CHUCUITO,ZEPITA,ZEPITA,2,SIERRA
210501,PUNO,EL COLLAO,ILAVE,ILAVE,2,SIERRA
210502,PUNO,EL COLLAO,CAPAZO,CAPAZO,2,SIERRA
210503,PUNO,EL COLLAO,PILCUYO,PILCUYO,2,SIERRA
210504,PUNO,EL COLLAO,SANTA ROSA,MAZO CRUZ,2,SIERRA
210505,PUNO,EL COLLAO,CONDURIRI,CONDURIRI,2,SIERRA
210601,PUNO,HUANCANE,HUANCANE,HUANCANE,2,SIERRA
210602,PUNO,HUANCANE,COJATA,COJATA,2,SIERRA
210603,PUNO,HUANCANE,HUATASANI,HUATASANI,2,SIERRA
210604,PUNO,HUANCANE,INCHUPALLA,INCHUPALLA,2,SIERRA
210605,PUNO,HUANCANE,PUSI,PUSI,2,SIERRA
210606,PUNO,HUANCANE,ROSASPATA,ROSASPATA,2,SIERRA
210607,PUNO,HUANCANE,TARACO,TARACO,2,SIERRA
210608,PUNO,HUANCANE,VILQUE CHICO,VILQUE CHICO,2,SIERRA
210701,PUNO,LAMPA,LAMPA,LAMPA,2,SIERRA
210702,PUNO,LAMPA,CABANILLA,CABANILLA,2,SIERRA
210703,PUNO,LAMPA,CALAPUJA,CALAPUJA,2,SIERRA
210704,PUNO,LAMPA,NICASIO,NICASIO,2,SIERRA
210705,PUNO,LAMPA,OCUVIRI,OCUVIRI,2,SIERRA
210706,PUNO,LAMPA,PALCA,PALCA,2,SIERRA
210707,PUNO,LAMPA,PARATIA,PARATIA,2,SIERRA
210708,PUNO,LAMPA,PUCARA,PUCARA,2,SIERRA
210709,PUNO,LAMPA,SANTA LUCIA,SANTA LUCIA,2,SIERRA
210710,PUNO,LAMPA,VILAVILA,VILAVILA,2,SIERRA
210801,PUNO,MELGAR,AYAVIRI,AYAVIRI,2,SIERRA
210802,PUNO,MELGAR,ANTAUTA,ANTAUTA,2,SIERRA
210803,PUNO,MELGAR,CUPI,CUPI,2,SIERRA
210804,PUNO,MELGAR,LLALLI,LLALLI,2,SIERRA
210805,PUNO,MELGAR,MACARI,MACARI,2,SIERRA
210806,PUNO,MELGAR,NUÑOA,NUÑOA,2,SIERRA
210807,PUNO,MELGAR,ORURILLO,ORURILLO,2,SIERRA
210808,PUNO,MELGAR,SANTA ROSA,SANTA ROSA,2,SIERRA
210809,PUNO,MELGAR,UMACHIRI,UMACHIRI,2,SIERRA
210901,PUNO,MOHO,MOHO,MOHO,2,SIERRA
210902,PUNO,MOHO,CONIMA,CONIMA,2,SIERRA
210903,PUNO,MOHO,HUAYRAPATA,HUAYRAPATA,2,SIERRA
210904,PUNO,MOHO,TILALI,TILALI,2,SIERRA
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,PUTINA,2,SIERRA
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,ANANEA,2,SIERRA
211003,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,AYRAMPUNI,2,SIERRA
211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,QUILCAPUNCU,2,SIERRA
211005,PUNO,SAN ANTONIO DE PUTINA,SINA,SINA,2,SIERRA
211101,PUNO,SAN ROMAN,JULIACA,JULIACA,2,SIERRA
211102,PUNO,SAN ROMAN,CABANA,CABANA,2,SIERRA
211103,PUNO,SAN ROMAN,CABANILLAS,DEUSTUA,2,SIERRA
211104,PUNO,SAN ROMAN,CARACOTO,CARACOTO,2,SIERRA
211105,PUNO,SAN ROMAN,SAN MIGUEL,SAN MIGUEL,2,SIERRA
211201,PUNO,SANDIA,SANDIA,SANDIA,2,SIERRA
211202,PUNO,SANDIA,CUYOCUYO,CUYOCUYO,2,SIERRA
211203,PUNO,SANDIA,LIMBANI,LIMBANI,2,SIERRA
211204,PUNO,SANDIA,PATAMBUCO,PATAMBUCO,2,SIERRA
211205,PUNO,SANDIA,PHARA,PHARA,2,SIERRA
211206,PUNO,SANDIA,QUIACA,QUIACA,2,SIERRA
211207,PUNO,SANDIA,SAN JUAN DEL ORO,SAN JUAN DEL ORO,3,SELVA ALTA
211208,PUNO,SANDIA,YANAHUAYA,YANAHUAYA,3,SELVA ALTA
211209,PUNO,SANDIA,ALTO INAMBARI,MASSIAPO,3,SELVA ALTA
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PUTINA PUNCO,3,SELVA ALTA
211301,PUNO,YUNGUYO,YUNGUYO,YUNGUYO,2,SIERRA
211302,PUNO,YUNGUYO,ANAPIA,ANAPIA,2,SIERRA
211303,PUNO,YUNGUYO,COPANI,COPANI,2,SIERRA
211304,PUNO,YUNGUYO,CUTURAPI,SAN JUAN DE CUTURAPI,2,SIERRA
211305,PUNO,YUNGUYO,OLLARAYA,SAN MIGUEL DE OLLARAYA,2,SIERRA
211306,PUNO,YUNGUYO,TINICACHI,TINICACHI,2,SIERRA
211307,PUNO,YUNGUYO,UNICACHI,MARCAJA,2,SIERRA
220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,MOYOBAMBA,3,SELVA ALTA
220102,SAN MARTIN,MOYOBAMBA,CALZADA,CALZADA,3,SELVA ALTA
220103,SAN MARTIN,MOYOBAMBA,HABANA,HABANA,3,SELVA ALTA
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,JEPELACIO,3,SELVA ALTA
220105,SAN MARTIN,MOYOBAMBA,SORITOR,SORITOR,3,SELVA ALTA
220106,SAN MARTIN,MOYOBAMBA,YANTALO,YANTALO,3,SELVA ALTA
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,BELLAVISTA,4,SELVA BAJA
220202,SAN MARTIN,BELLAVISTA,ALTO BIAVO,CUZCO,4,SELVA BAJA
220203,SAN MARTIN,BELLAVISTA,BAJO BIAVO,NUEVO LIMA,4,SELVA BAJA
220204,SAN MARTIN,BELLAVISTA,HUALLAGA,LEDOY,4,SELVA BAJA
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,SAN PABLO,4,SELVA BAJA
220206,SAN MARTIN,BELLAVISTA,SAN RAFAEL,SAN RAFAEL,4,SELVA BAJA
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,SAN JOSE DE SISA,4,SELVA BAJA
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,AGUA BLANCA,4,SELVA BAJA
220303,SAN MARTIN,EL DORADO,SAN MARTIN,SAN MARTIN,4,SELVA BAJA
220304,SAN MARTIN,EL DORADO,SANTA ROSA,SANTA ROSA,4,SELVA BAJA
220305,SAN MARTIN,EL DORADO,SHATOJA,SHATOJA,4,SELVA BAJA
220401,SAN MARTIN,HUALLAGA,SAPOSOA,SAPOSOA,4,SELVA BAJA
220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,PASARRAYA,4,SELVA BAJA
220403,SAN MARTIN,HUALLAGA,EL ESLABON,EL ESLABON,4,SELVA BAJA
220404,SAN MARTIN,HUALLAGA,PISCOYACU,PISCOYACU,4,SELVA BAJA
220405,SAN MARTIN,HUALLAGA,SACANCHE,SACANCHE,4,SELVA BAJA
220406,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,TINGO DE SAPOSOA,4,SELVA BAJA
220501,SAN MARTIN,LAMAS,LAMAS,LAMAS,3,SELVA ALTA
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,ROQUE,3,SELVA ALTA
220503,SAN MARTIN,LAMAS,BARRANQUITA,BARRANQUITA,4,SELVA BAJA
220504,SAN MARTIN,LAMAS,CAYNARACHI,PONGO DE CAYNARACHI,4,SELVA BAJA
220505,SAN MARTIN,LAMAS,CUÑUMBUQUI,CUÑUMBUQUI,4,SELVA BAJA
220506,SAN MARTIN,LAMAS,PINTO RECODO,PINTO RECODO,4,SELVA BAJA
220507,SAN MARTIN,LAMAS,RUMISAPA,RUMISAPA,4,SELVA BAJA
220508,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,SAN ROQUE DE CUMBAZA,3,SELVA ALTA
220509,SAN MARTIN,LAMAS,SHANAO,SHANAO,4,SELVA BAJA
220510,SAN MARTIN,LAMAS,TABALOSOS,TABALOSOS,3,SELVA ALTA
220511,SAN MARTIN,LAMAS,ZAPATERO,ZAPATERO,4,SELVA BAJA
220601,SAN MARTIN,MARISCAL CACERES,JUANJUI,JUANJUI,4,SELVA BAJA
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,CAMPANILLA,4,SELVA BAJA
220603,SAN MARTIN,MARISCAL CACERES,HUICUNGO,HUICUNGO,4,SELVA BAJA
220604,SAN MARTIN,MARISCAL CACERES,PACHIZA,PACHIZA,4,SELVA BAJA
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,PAJARILLO,4,SELVA BAJA
220701,SAN MARTIN,PICOTA,PICOTA,PICOTA,4,SELVA BAJA
220702,SAN MARTIN,PICOTA,BUENOS AIRES,BUENOS AIRES,4,SELVA BAJA
220703,SAN MARTIN,PICOTA,CASPISAPA,CASPISAPA,4,SELVA BAJA
220704,SAN MARTIN,PICOTA,PILLUANA,PILLUANA,4,SELVA BAJA
220705,SAN MARTIN,PICOTA,PUCACACA,PUCACACA,4,SELVA BAJA
220706,SAN MARTIN,PICOTA,SAN CRISTOBAL,PUERTO RICO,4,SELVA BAJA
220707,SAN MARTIN,PICOTA,SAN HILARION,SAN CRISTOBAL DE SISA,4,SELVA BAJA
220708,SAN MARTIN,PICOTA,SHAMBOYACU,SHAMBOYACU,4,SELVA BAJA
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,TINGO DE PONASA,4,SELVA BAJA
220710,SAN MARTIN,PICOTA,TRES UNIDOS,TRES UNIDOS,4,SELVA BAJA
220801,SAN MARTIN,RIOJA,RIOJA,RIOJA,3,SELVA ALTA
220802,SAN MARTIN,RIOJA,AWAJUN,BAJO NARANJILLO,3,SELVA ALTA
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,SEGUNDA JERUSALEN-AZUNGUILLO,3,SELVA ALTA
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,NUEVA CAJAMARCA,3,SELVA ALTA
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,NARANJOS,3,SELVA ALTA
220806,SAN MARTIN,RIOJA,POSIC,POSIC,3,SELVA ALTA
220807,SAN MARTIN,RIOJA,SAN FERNANDO,SAN FERNANDO,3,SELVA ALTA
220808,SAN MARTIN,RIOJA,YORONGOS,YORONGOS,3,SELVA ALTA
220809,SAN MARTIN,RIOJA,YURACYACU,YURACYACU,3,SELVA ALTA
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,TARAPOTO,4,SELVA BAJA
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,UTCURARCA,4,SELVA BAJA
220903,SAN MARTIN,SAN MARTIN,CACATACHI,CACATACHI,4,SELVA BAJA
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,CHAZUTA,4,SELVA BAJA
220905,SAN MARTIN,SAN MARTIN,CHIPURANA,NAVARRO,4,SELVA BAJA
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,PELEJO,4,SELVA BAJA
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,HUIMBAYOC,4,SELVA BAJA
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,JUAN GUERRA,4,SELVA BAJA
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,LA BANDA,4,SELVA BAJA
220910,SAN MARTIN,SAN MARTIN,MORALES,MORALES,4,SELVA BAJA
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,PAPAPLAYA,4,SELVA BAJA
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,SAN ANTONIO,4,SELVA BAJA
220913,SAN MARTIN,SAN MARTIN,SAUCE,SAUCE,3,SELVA ALTA
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,SHAPAJA,4,SELVA BAJA
221001,SAN MARTIN,TOCACHE,TOCACHE,TOCACHE,3,SELVA ALTA
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,NUEVO PROGRESO,3,SELVA ALTA
221003,SAN MARTIN,TOCACHE,POLVORA,POLVORA,3,SELVA ALTA
221004,SAN MARTIN,TOCACHE,SHUNTE,MONTE CRISTO /16,3,SELVA ALTA
221005,SAN MARTIN,TOCACHE,UCHIZA,UCHIZA,3,SELVA ALTA
221006,SAN MARTIN,TOCACHE,SANTA LUCIA,SANTA LUCIA,3,SELVA ALTA
230101,TACNA,TACNA,TACNA,TACNA,1,COSTA
230102,TACNA,TACNA,ALTO DE LA ALIANZA,LA ESPERANZA,1,COSTA
230103,TACNA,TACNA,CALANA,CALANA,1,COSTA
230104,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,1,COSTA
230105,TACNA,TACNA,INCLAN,SAMA GRANDE,1,COSTA
230106,TACNA,TACNA,PACHIA,PACHIA,1,COSTA
230107,TACNA,TACNA,PALCA,PALCA,2,SIERRA
230108,TACNA,TACNA,POCOLLAY,POCOLLAY,1,COSTA
230109,TACNA,TACNA,SAMA,LAS YARAS,1,COSTA
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,ALFONSO UGARTE,1,COSTA
230111,TACNA,TACNA,LA YARADA LOS PALOS,LOS PALOS,1,COSTA
230201,TACNA,CANDARAVE,CANDARAVE,CANDARAVE,2,SIERRA
230202,TACNA,CANDARAVE,CAIRANI,CAIRANI,2,SIERRA
230203,TACNA,CANDARAVE,CAMILACA,ALTO CAMILACA,2,SIERRA
230204,TACNA,CANDARAVE,CURIBAYA,CURIBAYA,2,SIERRA
230205,TACNA,CANDARAVE,HUANUARA,HUANUARA,2,SIERRA
230206,TACNA,CANDARAVE,QUILAHUANI,QUILAHUANI,2,SIERRA
230301,TACNA,JORGE BASADRE,LOCUMBA,LOCUMBA,1,COSTA
230302,TACNA,JORGE BASADRE,ILABAYA,ILABAYA,1,COSTA
230303,TACNA,JORGE BASADRE,ITE,ITE,1,COSTA
230401,TACNA,TARATA,TARATA,TARATA,2,SIERRA
230402,TACNA,TARATA,HEROES ALBARRACIN,CHUCATAMANI,2,SIERRA
230403,TACNA,TARATA,ESTIQUE,ESTIQUE,2,SIERRA
230404,TACNA,TARATA,ESTIQUE-PAMPA,ESTIQUE-PAMPA,2,SIERRA
230405,TACNA,TARATA,SITAJARA,SITAJARA,2,SIERRA
230406,TACNA,TARATA,SUSAPAYA,SUSAPAYA,2,SIERRA
230407,TACNA,TARATA,TARUCACHI,TARUCACHI,2,SIERRA
230408,TACNA,TARATA,TICACO,TICACO,2,SIERRA
240101,TUMBES,TUMBES,TUMBES,TUMBES,1,COSTA
240102,TUMBES,TUMBES,CORRALES,SAN PEDRO DE LOS INCAS,1,COSTA
240103,TUMBES,TUMBES,LA CRUZ,CALETA CRUZ,1,COSTA
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,PAMPAS DE HOSPITAL,1,COSTA
240105,TUMBES,TUMBES,SAN JACINTO,SAN JACINTO,1,COSTA
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,SAN JUAN DE LA VIRGEN,1,COSTA
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,ZORRITOS,1,COSTA
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,CAÑAVERAL,1,COSTA
240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,CANCAS,1,COSTA
240301,TUMBES,ZARUMILLA,ZARUMILLA,ZARUMILLA,1,COSTA
240302,TUMBES,ZARUMILLA,AGUAS VERDES,AGUAS VERDES,1,COSTA
240303,TUMBES,ZARUMILLA,MATAPALO,MATAPALO,1,COSTA
240304,TUMBES,ZARUMILLA,PAPAYAL,PAPAYAL,1,COSTA
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,PUCALLPA,4,SELVA BAJA
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,CAMPO VERDE,4,SELVA BAJA
250103,UCAYALI,CORONEL PORTILLO,IPARIA,IPARIA,4,SELVA BAJA
250104,UCAYALI,CORONEL PORTILLO,MASISEA,MASISEA,4,SELVA BAJA
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,PUERTO CALLAO,4,SELVA BAJA
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVA REQUENA,4,SELVA BAJA
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,SAN FERNANDO,4,SELVA BAJA
250201,UCAYALI,ATALAYA,RAIMONDI,ATALAYA,4,SELVA BAJA
250202,UCAYALI,ATALAYA,SEPAHUA,SEPAHUA,4,SELVA BAJA
250203,UCAYALI,ATALAYA,TAHUANIA,BOLOGNESI,4,SELVA BAJA
250204,UCAYALI,ATALAYA,YURUA,BREU,4,SELVA BAJA
250301,UCAYALI,PADRE ABAD,PADRE ABAD,AGUAYTIA,4,SELVA BAJA
250302,UCAYALI,PADRE ABAD,IRAZOLA,SAN ALEJANDRO,4,SELVA BAJA
250303,UCAYALI,PADRE ABAD,CURIMANA,CURIMANA,4,SELVA BAJA
250304,UCAYALI,PADRE ABAD,NESHUYA,MONTE ALEGRE,4,SELVA BAJA
250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,ALEXANDER VON HUMBOLDT,4,SELVA BAJA
250306,UCAYALI,PADRE ABAD,HUIPOCA,HUIPOCA,4,SELVA BAJA
250307,UCAYALI,PADRE ABAD,BOQUERON,BOQUERON,4,SELVA BAJA
250401,UCAYALI,PURUS,PURUS,ESPERANZA,4,SELVA BAJA
