cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
2739,417,190,V,R,2022-07-03,2739
2740,513,299,A,F,2019-12-05,2740
2741,557,409,V,F,2020-11-29,2741
2742,558,135,V,A,2023-06-01,2742
2743,568,216,A,F,2020-10-14,2743
2744,253,440,A,P,2020-10-29,2744
2745,33,57,V,F,2019-05-21,2745
2746,451,280,A,P,2022-03-06,2746
2747,228,324,V,P,2020-09-05,2747
2748,396,322,A,R,2019-03-21,2748
2749,235,17,A,F,2024-04-03,2749
2750,314,334,V,P,2020-12-31,2750
2751,562,357,A,P,2021-11-29,2751
2752,140,94,V,F,2020-07-23,2752
2753,495,294,V,F,2022-03-30,2753
2754,216,282,A,F,2023-03-14,2754
2755,544,125,A,P,2021-05-28,2755
2756,400,456,A,F,2022-07-09,2756
2757,248,118,A,R,2021-12-06,2757
2758,566,386,A,P,2024-03-03,2758
2759,131,392,V,R,2019-02-17,2759
2760,6,483,A,P,2020-06-07,2760
2761,607,76,V,A,2021-02-06,2761
2762,552,83,A,P,2024-05-12,2762
2763,16,202,V,F,2023-05-31,2763
2764,321,167,A,F,2022-02-07,2764
2765,235,400,V,F,2024-02-24,2765
2766,341,297,A,P,2023-03-08,2766
2767,395,372,V,P,2020-01-03,2767
2768,565,216,A,F,2019-12-03,2768
2769,36,154,A,F,2022-05-25,2769
2770,19,377,A,A,2022-05-07,2770
2771,465,493,V,R,2023-01-14,2771
2772,566,115,A,P,2020-03-10,2772
2773,473,394,V,A,2022-01-03,2773
2774,225,53,V,R,2019-03-17,2774
2775,577,37,A,A,2019-08-25,2775
2776,227,207,A,F,2023-11-14,2776
2777,460,191,V,A,2023-08-28,2777
2778,9,400,A,R,2022-03-28,2778
2779,442,90,A,P,2022-08-24,2779
2780,365,337,A,P,2023-04-30,2780
2781,529,130,V,P,2022-01-27,2781
2782,586,241,A,F,2022-12-30,2782
2783,22,117,A,A,2023-10-08,2783
2784,3,85,A,F,2024-01-22,2784
2785,572,35,V,F,2019-10-31,2785
2786,27,81,V,F,2023-03-19,2786
2787,534,302,A,F,2021-12-03,2787
2788,393,380,V,A,2021-12-10,2788
2789,509,223,A,F,2022-03-31,2789
2790,167,39,V,A,2023-08-22,2790
2791,546,465,V,F,2019-01-25,2791
2792,598,473,V,A,2020-04-13,2792
2793,250,391,V,F,2022-08-08,2793
2794,260,96,V,R,2022-12-18,2794
2795,196,258,V,P,2021-08-04,2795
2796,193,284,V,A,2024-05-08,2796
2797,72,108,V,F,2023-07-09,2797
2798,5,460,A,A,2019-08-05,2798
2799,279,298,A,F,2021-12-09,2799
2800,436,479,V,P,2023-10-28,2800
2801,579,144,A,P,2021-06-12,2801
2802,84,241,V,F,2021-08-27,2802
2803,476,259,A,R,2023-04-18,2803
2804,379,67,V,F,2019-01-01,2804
2805,309,304,V,A,2021-08-07,2805
2806,43,266,V,F,2021-06-15,2806
2807,155,303,A,R,2024-01-31,2807
2808,464,127,A,F,2021-02-14,2808
2809,445,297,V,P,2022-05-24,2809
2810,517,437,A,A,2023-01-13,2810
2811,285,69,V,R,2022-06-11,2811
2812,395,345,A,F,2020-03-13,2812
2813,312,274,A,P,2020-07-12,2813
2814,488,392,V,F,2020-06-04,2814
2815,287,336,A,F,2022-03-08,2815
2816,418,90,A,F,2021-02-17,2816
2817,24,414,A,F,2020-02-10,2817
2818,488,148,V,P,2021-02-08,2818
2819,253,192,V,P,2021-07-28,2819
2820,105,198,V,R,2023-10-16,2820
2821,195,441,A,P,2019-08-10,2821
2822,294,154,V,R,2019-06-13,2822
2823,77,39,V,A,2020-08-22,2823
2824,192,237,V,R,2023-01-07,2824
2825,130,20,A,R,2023-10-08,2825
2826,93,435,V,R,2020-08-12,2826
2827,296,99,V,A,2020-09-13,2827
2828,603,244,V,F,2022-11-21,2828
2829,152,404,V,R,2019-09-19,2829
2830,364,425,A,P,2022-10-27,2830
2831,16,138,V,R,2021-05-18,2831
2832,443,409,A,F,2024-03-16,2832
2833,480,57,V,F,2019-06-04,2833
2834,105,237,A,P,2022-11-02,2834
2835,174,195,V,F,2021-04-25,2835
2836,114,377,V,R,2021-09-26,2836
2837,175,485,V,P,2022-08-17,2837
2838,36,293,V,P,2023-02-01,2838
2839,318,199,V,P,2023-04-25,2839
2840,582,190,A,F,2024-03-31,2840
2841,31,431,V,F,2023-10-31,2841
2842,187,55,V,A,2019-01-03,2842
2843,237,241,A,R,2022-08-31,2843
2844,41,340,V,P,2020-10-27,2844
2845,391,270,V,P,2024-04-11,2845
2846,546,427,V,A,2023-07-10,2846
2847,13,48,V,P,2022-01-10,2847
2848,491,51,A,P,2024-05-22,2848
2849,585,232,V,F,2019-09-07,2849
2850,264,130,A,P,2023-07-11,2850
2851,594,300,A,F,2020-03-06,2851
2852,360,479,V,A,2021-11-17,2852
2853,344,366,A,A,2021-07-26,2853
2854,20,480,A,F,2019-12-16,2854
2855,371,415,V,A,2021-01-19,2855
2856,225,293,A,A,2024-02-04,2856
2857,283,396,A,R,2020-07-03,2857
2858,532,255,V,R,2020-02-07,2858
2859,546,149,V,P,2019-10-19,2859
2860,603,113,A,R,2022-02-19,2860
2861,123,199,A,P,2022-07-04,2861
2862,254,348,V,F,2021-03-13,2862
2863,398,36,A,A,2019-07-17,2863
2864,224,377,V,F,2022-10-03,2864
2865,494,337,A,A,2022-10-25,2865
2866,515,203,A,F,2024-02-04,2866
2867,614,298,A,R,2020-08-16,2867
2868,578,119,V,P,2019-09-13,2868
2869,165,201,A,F,2020-10-27,2869
2870,443,148,A,F,2020-12-04,2870
2871,529,466,V,P,2019-04-13,2871
2872,425,224,V,A,2019-11-11,2872
2873,413,186,A,F,2022-10-16,2873
2874,391,203,V,R,2019-09-23,2874
2875,538,447,V,R,2019-06-22,2875
2876,2,159,V,A,2021-05-14,2876
2877,201,189,V,F,2022-10-09,2877
2878,105,222,V,A,2020-09-05,2878
2879,219,96,V,F,2022-03-26,2879
2880,562,304,V,R,2019-05-09,2880
2881,573,103,V,R,2023-12-29,2881
2882,409,9,A,A,2020-07-24,2882
2883,476,15,V,F,2020-03-24,2883
2884,500,203,A,P,2019-09-30,2884
2885,544,269,V,F,2020-11-12,2885
2886,17,14,V,P,2019-07-22,2886
2887,28,166,V,A,2020-12-22,2887
2888,319,137,A,F,2023-12-22,2888
2889,295,100,V,A,2023-04-11,2889
2890,296,62,V,R,2020-11-29,2890
2891,22,176,A,F,2019-05-05,2891
2892,128,148,V,R,2023-01-01,2892
2893,397,456,V,P,2021-12-07,2893
2894,201,158,A,P,2023-12-30,2894
2895,416,24,A,P,2019-07-18,2895
2896,460,205,A,A,2021-06-29,2896
2897,59,111,V,A,2022-10-02,2897
2898,489,17,A,P,2019-06-06,2898
2899,426,160,A,R,2022-05-02,2899
2900,446,13,A,A,2019-11-15,2900
2901,125,352,V,R,2023-09-09,2901
2902,278,180,V,P,2023-08-29,2902
2903,267,350,A,A,2020-05-29,2903
2904,102,480,V,R,2022-09-07,2904
2905,182,72,A,F,2019-04-01,2905
2906,364,56,V,F,2020-05-13,2906
2907,67,295,A,P,2021-03-28,2907
2908,274,388,V,F,2020-01-17,2908
2909,105,114,V,F,2019-10-26,2909
2910,429,444,V,F,2019-07-22,2910
2911,481,213,A,A,2024-02-20,2911
2912,345,118,V,R,2022-12-21,2912
2913,240,309,V,R,2022-08-05,2913
2914,57,270,V,F,2022-11-06,2914
2915,445,368,V,P,2019-02-22,2915
2916,293,52,V,F,2023-04-13,2916
2917,170,218,V,A,2019-01-20,2917
2918,299,227,A,F,2021-12-27,2918
2919,310,205,A,P,2020-09-22,2919
2920,411,45,A,P,2020-04-28,2920
2921,406,351,V,A,2023-09-18,2921
2922,550,105,V,P,2019-12-18,2922
2923,372,453,A,A,2023-04-10,2923
2924,118,182,V,P,2022-07-22,2924
2925,495,389,A,F,2023-04-10,2925
2926,139,244,A,P,2020-03-24,2926
2927,495,180,A,A,2022-04-10,2927
2928,615,81,A,F,2021-10-26,2928
2929,183,136,A,A,2022-06-02,2929
2930,20,306,A,A,2022-10-04,2930
2931,458,147,A,F,2021-07-01,2931
2932,585,74,A,P,2022-06-20,2932
2933,174,7,A,P,2024-05-11,2933
2934,298,369,V,P,2019-09-15,2934
2935,516,90,A,P,2020-03-25,2935
2936,427,285,A,F,2021-07-15,2936
2937,374,280,A,P,2022-11-11,2937
2938,608,68,A,P,2022-02-28,2938
2939,179,162,A,F,2024-02-05,2939
2940,403,492,A,A,2023-01-02,2940
2941,598,437,A,F,2019-10-11,2941
2942,548,182,A,R,2021-05-30,2942
2943,292,373,V,F,2023-03-19,2943
2944,206,31,V,R,2022-12-08,2944
2945,459,350,V,P,2019-10-03,2945
2946,609,198,V,A,2019-08-13,2946
2947,367,164,V,R,2023-08-28,2947
2948,319,299,V,F,2022-09-16,2948
2949,599,345,V,A,2021-03-26,2949
2950,228,320,A,R,2019-12-15,2950
2951,230,338,V,A,2019-08-07,2951
2952,615,364,V,R,2021-11-18,2952
2953,127,322,V,P,2020-02-13,2953
2954,540,178,A,A,2021-01-13,2954
2955,265,323,A,A,2024-04-12,2955
2956,499,75,A,A,2020-02-29,2956
2957,178,364,A,R,2022-07-31,2957
2958,370,358,A,R,2019-10-29,2958
2959,223,185,V,R,2020-08-06,2959
2960,152,500,V,F,2023-08-05,2960
2961,340,119,A,P,2023-07-21,2961
2962,591,394,V,A,2024-04-11,2962
2963,529,272,A,P,2021-10-09,2963
2964,83,249,V,F,2023-12-05,2964
2965,365,447,A,A,2020-03-07,2965
2966,139,464,A,F,2022-07-22,2966
2967,349,323,V,R,2024-03-29,2967
2968,575,379,A,R,2020-02-13,2968
2969,511,198,V,F,2019-06-30,2969
2970,502,67,V,A,2021-03-16,2970
2971,399,342,A,F,2021-01-13,2971
2972,447,40,A,F,2019-12-07,2972
2973,577,473,V,A,2023-01-23,2973
2974,2,157,V,R,2022-01-23,2974
2975,592,255,V,A,2024-05-04,2975
2976,407,252,A,F,2019-11-15,2976
2977,69,262,V,F,2019-09-19,2977
2978,485,189,A,A,2021-07-25,2978
2979,275,322,V,F,2020-02-07,2979
2980,513,61,V,R,2023-04-18,2980
2981,428,452,A,P,2020-09-06,2981
2982,479,211,A,F,2024-05-24,2982
2983,416,265,V,A,2022-04-23,2983
2984,549,325,A,P,2023-12-20,2984
2985,446,44,V,P,2022-11-06,2985
2986,563,54,V,P,2023-08-15,2986
2987,92,299,V,P,2019-11-09,2987
2988,250,457,A,R,2020-11-03,2988
2989,477,360,V,R,2023-12-19,2989
2990,98,157,V,R,2022-09-13,2990
2991,557,362,A,F,2019-10-26,2991
2992,302,48,A,F,2022-08-16,2992
2993,538,248,V,P,2019-03-13,2993
2994,565,363,A,R,2023-01-05,2994
2995,431,51,A,R,2020-06-14,2995
2996,300,374,A,A,2020-08-07,2996
2997,543,184,A,F,2020-05-09,2997
2998,484,342,A,F,2021-01-13,2998
2999,588,212,V,A,2020-03-16,2999
3000,496,219,V,F,2023-05-23,3000
3001,366,386,V,A,2021-06-17,3001
3002,291,245,V,F,2020-08-18,3002
3003,608,298,A,P,2020-07-28,3003
3004,143,106,V,A,2024-02-25,3004
3005,599,160,A,A,2020-02-24,3005
3006,79,249,V,P,2020-04-15,3006
3007,562,278,V,P,2021-03-20,3007
3008,585,331,V,F,2019-10-31,3008
3009,296,237,V,F,2021-09-23,3009
3010,565,321,A,P,2023-02-02,3010
3011,385,58,A,R,2021-12-13,3011
3012,439,333,V,P,2021-06-21,3012
3013,301,164,A,A,2020-11-28,3013
3014,354,378,V,R,2023-08-18,3014
3015,306,328,V,A,2023-11-10,3015
3016,316,181,A,R,2019-12-19,3016
3017,44,286,A,P,2023-08-02,3017
3018,167,292,V,A,2023-01-21,3018
3019,459,336,V,F,2022-12-01,3019
3020,204,190,V,F,2021-09-21,3020
3021,485,233,V,F,2022-01-02,3021
3022,422,221,A,R,2019-06-29,3022
3023,475,312,A,F,2019-12-24,3023
3024,189,305,A,R,2024-04-09,3024
3025,611,57,V,A,2019-01-08,3025
3026,142,84,A,P,2023-07-28,3026
3027,272,63,V,A,2022-09-24,3027
3028,122,169,A,A,2024-03-02,3028
3029,255,76,A,R,2020-04-29,3029
3030,32,87,A,A,2022-03-15,3030
3031,184,87,V,A,2019-01-24,3031
3032,262,293,V,P,2019-04-16,3032
3033,519,154,A,R,2023-07-09,3033
3034,437,388,A,R,2019-01-10,3034
3035,124,118,V,P,2023-04-07,3035
3036,201,408,A,R,2021-08-25,3036
3037,529,25,V,A,2019-12-05,3037
3038,238,279,A,R,2019-04-20,3038
3039,59,469,V,R,2020-10-11,3039
3040,285,152,A,P,2020-12-08,3040
3041,596,388,V,F,2022-03-06,3041
3042,146,493,V,P,2020-06-28,3042
3043,279,445,A,F,2020-11-11,3043
3044,440,24,V,A,2021-04-26,3044
3045,566,150,V,A,2021-01-19,3045
3046,197,32,V,A,2019-06-11,3046
3047,494,211,V,R,2020-11-04,3047
3048,242,463,V,A,2023-04-05,3048
3049,430,98,V,A,2019-04-16,3049
3050,106,89,A,F,2022-06-08,3050
3051,518,70,A,F,2023-01-29,3051
3052,310,375,A,R,2021-01-19,3052
3053,43,205,A,P,2022-03-21,3053
3054,581,327,V,A,2019-10-31,3054
3055,503,95,A,F,2023-07-12,3055
3056,262,380,V,A,2021-04-04,3056
3057,222,143,A,P,2022-12-18,3057
3058,251,227,A,R,2019-09-17,3058
3059,345,229,A,P,2021-06-17,3059
3060,235,98,A,F,2022-08-09,3060
3061,317,402,V,R,2020-12-18,3061
3062,323,455,V,R,2020-08-30,3062
3063,489,7,V,R,2022-09-03,3063
3064,265,358,V,R,2021-11-16,3064
3065,552,321,A,F,2023-09-19,3065
3066,296,221,V,R,2019-01-05,3066
3067,293,448,V,F,2023-07-08,3067
3068,113,324,V,R,2020-12-24,3068
3069,233,461,A,R,2023-08-30,3069
3070,214,479,V,P,2019-01-26,3070
3071,404,53,A,F,2019-08-13,3071
3072,333,328,A,F,2020-02-14,3072
3073,254,99,A,R,2019-12-18,3073
3074,27,401,V,P,2020-03-25,3074
3075,114,485,A,F,2019-01-14,3075
3076,505,465,V,A,2023-09-30,3076
3077,296,271,V,A,2023-08-10,3077
3078,366,88,V,P,2023-10-06,3078
3079,8,411,V,P,2019-09-09,3079
3080,392,244,V,R,2023-06-07,3080
3081,45,183,V,F,2022-05-06,3081
3082,110,360,V,R,2020-04-28,3082
3083,233,209,A,R,2021-05-30,3083
3084,37,294,V,F,2019-11-02,3084
3085,114,306,V,R,2024-04-24,3085
3086,260,156,A,P,2022-01-10,3086
3087,466,420,V,F,2022-01-15,3087
3088,606,74,V,R,2023-01-08,3088
3089,467,468,A,F,2021-11-15,3089
3090,230,360,A,P,2023-02-09,3090
3091,439,361,V,A,2021-11-02,3091
3092,370,486,A,R,2022-12-28,3092
3093,314,233,V,R,2021-04-11,3093
3094,363,181,A,R,2023-01-20,3094
3095,108,479,A,R,2020-02-21,3095
3096,78,78,A,P,2023-01-12,3096
3097,375,412,V,A,2024-01-17,3097
3098,131,120,V,F,2024-05-29,3098
3099,463,355,V,A,2021-04-07,3099
3100,40,357,V,F,2021-06-08,3100
3101,112,337,V,F,2021-11-13,3101
3102,309,491,V,R,2021-01-03,3102
3103,541,454,A,A,2019-09-12,3103
3104,469,258,V,F,2023-02-11,3104
3105,541,496,A,F,2019-09-10,3105
3106,588,1,A,P,2021-07-27,3106
3107,310,487,V,P,2020-02-19,3107
3108,69,396,V,R,2021-07-15,3108
3109,255,205,A,F,2023-10-13,3109
3110,370,125,A,P,2020-09-23,3110
3111,127,221,V,F,2022-03-01,3111
3112,490,223,A,P,2021-05-29,3112
3113,157,360,V,P,2019-12-12,3113
3114,392,209,V,A,2019-10-03,3114
3115,80,395,V,P,2019-03-15,3115
3116,328,184,A,P,2021-11-15,3116
3117,52,295,A,R,2020-07-26,3117
3118,476,10,A,P,2020-12-12,3118
3119,461,116,A,A,2020-11-23,3119
3120,378,25,A,F,2019-02-28,3120
3121,91,124,V,A,2022-11-21,3121
3122,510,498,A,F,2024-05-12,3122
3123,410,189,V,P,2021-05-14,3123
3124,452,320,A,R,2019-08-08,3124
3125,314,14,V,R,2022-07-10,3125
3126,451,269,V,P,2023-12-30,3126
3127,110,64,V,A,2022-02-21,3127
3128,150,276,A,A,2021-07-20,3128
3129,550,63,V,R,2022-07-27,3129
3130,240,406,V,A,2020-05-11,3130
3131,288,111,V,F,2019-01-04,3131
3132,357,301,A,F,2022-09-22,3132
3133,90,204,V,P,2023-11-08,3133
3134,544,305,V,F,2022-06-08,3134
3135,264,500,A,P,2022-02-10,3135
3136,270,330,A,F,2021-05-18,3136
3137,410,67,A,P,2020-05-29,3137
3138,517,210,A,P,2021-01-26,3138
3139,594,50,A,R,2022-11-12,3139
3140,484,71,A,F,2022-01-10,3140
3141,496,491,A,F,2020-04-08,3141
3142,475,90,A,R,2022-09-05,3142
3143,43,375,A,F,2022-03-22,3143
3144,245,200,A,A,2020-03-19,3144
3145,98,317,A,R,2021-07-23,3145
3146,286,8,A,A,2021-10-24,3146
3147,74,63,A,R,2022-12-04,3147
3148,97,248,V,A,2023-03-30,3148
3149,192,118,A,F,2021-03-18,3149
3150,466,290,A,A,2021-04-16,3150
3151,345,253,A,R,2019-02-27,3151
3152,33,468,A,P,2021-04-13,3152
3153,541,426,A,R,2019-10-18,3153
3154,195,251,V,F,2021-12-16,3154
3155,251,353,V,R,2023-02-01,3155
3156,46,12,V,A,2021-08-23,3156
3157,175,440,V,F,2019-12-17,3157
3158,50,306,A,P,2022-11-24,3158
3159,386,473,V,A,2023-12-04,3159
3160,381,484,V,A,2020-07-13,3160
3161,596,2,A,F,2020-09-01,3161
3162,588,483,V,R,2022-08-13,3162
3163,292,394,V,A,2024-05-28,3163
3164,86,364,A,A,2022-04-25,3164
3165,484,99,A,F,2020-02-02,3165
3166,528,196,A,R,2022-03-27,3166
3167,198,179,A,F,2020-07-27,3167
3168,126,375,V,F,2020-02-03,3168
3169,351,146,A,A,2021-06-03,3169
3170,225,122,A,R,2022-11-12,3170
3171,415,468,A,P,2020-04-27,3171
3172,413,410,V,F,2020-08-24,3172
3173,588,452,V,P,2023-06-08,3173
3174,383,397,A,F,2019-05-31,3174
3175,547,372,A,R,2022-12-26,3175
3176,213,320,V,F,2022-11-09,3176
3177,120,334,A,A,2023-10-23,3177
3178,377,500,V,R,2022-01-15,3178
3179,389,343,V,F,2020-07-13,3179
3180,492,472,A,F,2022-06-15,3180
3181,338,484,A,R,2021-10-20,3181
3182,492,321,A,A,2023-12-02,3182
3183,524,152,V,P,2019-09-06,3183
3184,261,14,A,F,2021-11-01,3184
3185,100,197,V,F,2021-11-10,3185
3186,69,79,V,P,2022-02-08,3186
3187,261,247,A,A,2024-01-25,3187
3188,428,206,V,P,2019-06-10,3188
3189,346,350,A,F,2019-04-05,3189
3190,466,412,A,R,2020-08-13,3190
3191,133,429,A,F,2022-07-24,3191
3192,171,61,V,R,2021-05-09,3192
3193,288,99,A,R,2022-03-07,3193
3194,320,405,V,F,2021-05-30,3194
3195,309,336,V,F,2021-04-28,3195
3196,235,205,A,A,2019-10-18,3196
3197,224,40,V,A,2021-02-24,3197
3198,292,497,A,P,2023-06-16,3198
3199,326,106,V,R,2019-06-28,3199
3200,127,257,A,R,2022-09-11,3200
3201,563,383,V,A,2019-06-22,3201
3202,128,77,A,F,2021-09-10,3202
3203,463,97,V,P,2023-04-26,3203
3204,235,46,V,R,2023-01-31,3204
3205,186,423,A,A,2022-03-18,3205
3206,131,216,A,A,2019-07-05,3206
3207,571,26,V,A,2020-02-16,3207
3208,21,12,A,F,2023-12-02,3208
3209,513,132,A,P,2019-12-01,3209
3210,56,165,V,P,2022-10-30,3210
3211,273,433,V,R,2023-05-23,3211
3212,177,381,V,P,2019-11-15,3212
3213,432,379,A,R,2020-08-11,3213
3214,423,57,V,R,2019-05-25,3214
3215,501,48,V,A,2019-09-08,3215
3216,443,332,V,R,2021-06-17,3216
3217,523,362,A,R,2020-11-25,3217
3218,153,396,A,A,2023-06-20,3218
3219,114,248,A,P,2023-08-16,3219
3220,3,345,A,R,2023-11-23,3220
3221,72,79,A,F,2020-09-27,3221
3222,535,68,A,F,2024-01-17,3222
3223,609,207,A,P,2023-02-17,3223
3224,573,176,V,P,2020-09-04,3224
3225,421,88,V,A,2022-10-18,3225
3226,88,59,A,F,2020-03-28,3226
3227,29,23,V,P,2020-01-15,3227
3228,9,319,A,A,2020-03-17,3228
3229,535,467,V,A,2023-11-15,3229
3230,363,401,A,A,2024-05-30,3230
3231,253,335,V,P,2021-08-01,3231
3232,556,374,A,A,2020-09-11,3232
3233,207,119,A,P,2020-11-27,3233
3234,387,408,A,A,2020-07-04,3234
3235,133,198,V,R,2021-06-02,3235
3236,67,335,A,P,2022-02-06,3236
3237,479,297,V,R,2023-08-19,3237
3238,303,354,V,R,2019-06-18,3238
3239,229,397,A,R,2021-01-10,3239
3240,461,460,A,R,2020-07-19,3240
3241,156,350,V,P,2021-03-27,3241
3242,595,38,A,A,2019-12-11,3242
3243,3,476,V,A,2020-08-29,3243
3244,359,199,V,P,2021-04-26,3244
3245,132,278,A,F,2022-04-02,3245
3246,381,197,A,P,2020-03-03,3246
3247,379,229,V,F,2022-06-01,3247
3248,508,406,V,P,2022-02-09,3248
3249,484,335,A,A,2019-09-02,3249
3250,426,332,V,P,2019-05-19,3250
3251,336,421,V,R,2022-12-20,3251
3252,268,387,A,R,2022-06-28,3252
3253,157,364,V,P,2020-07-13,3253
3254,305,384,A,A,2022-12-12,3254
3255,55,35,V,F,2020-07-21,3255
3256,88,40,A,P,2020-08-15,3256
3257,155,16,V,F,2019-04-09,3257
3258,76,418,A,P,2023-11-27,3258
3259,436,394,V,P,2019-10-28,3259
3260,489,55,A,A,2023-06-04,3260
3261,297,197,V,P,2022-10-02,3261
3262,68,27,V,P,2021-05-29,3262
3263,549,471,A,P,2021-06-03,3263
3264,510,80,V,F,2023-03-06,3264
3265,261,464,V,P,2021-10-23,3265
3266,245,146,V,F,2022-09-18,3266
3267,537,312,A,R,2023-10-15,3267
3268,399,381,V,F,2021-03-14,3268
3269,283,256,V,R,2021-10-06,3269
3270,251,181,V,P,2021-11-18,3270
3271,399,273,A,A,2024-03-28,3271
3272,217,42,V,F,2021-07-08,3272
3273,337,419,V,P,2020-05-11,3273
3274,435,297,V,R,2023-11-02,3274
3275,59,49,V,A,2020-12-28,3275
3276,218,100,A,F,2019-03-29,3276
3277,448,54,V,A,2019-11-04,3277
3278,227,44,V,P,2019-04-12,3278
3279,344,484,A,F,2021-02-26,3279
3280,307,146,V,F,2023-02-13,3280
3281,35,397,V,F,2019-03-22,3281
3282,530,232,A,P,2021-02-04,3282
3283,44,181,A,A,2020-07-22,3283
3284,154,247,V,A,2022-12-09,3284
3285,302,331,V,F,2023-01-23,3285
3286,281,71,V,F,2022-02-13,3286
3287,357,337,A,A,2020-09-01,3287
3288,608,292,V,F,2019-07-19,3288
3289,567,91,V,A,2019-02-08,3289
3290,460,224,V,A,2019-01-27,3290
3291,245,24,A,P,2021-12-28,3291
3292,573,112,V,F,2021-06-19,3292
3293,454,263,A,F,2024-03-10,3293
3294,446,500,A,A,2024-02-07,3294
3295,82,183,V,R,2020-09-08,3295
3296,379,278,V,F,2023-06-10,3296
3297,134,85,V,P,2020-08-08,3297
3298,39,150,V,R,2019-07-03,3298
3299,42,207,A,R,2019-06-21,3299
3300,486,7,V,F,2024-04-02,3300
3301,601,466,A,R,2020-06-13,3301
3302,529,400,A,A,2019-01-25,3302
3303,46,148,V,R,2020-10-10,3303
3304,86,477,A,R,2020-07-05,3304
3305,84,239,V,R,2023-01-11,3305
3306,104,283,V,F,2019-04-12,3306
3307,325,84,A,P,2022-05-26,3307
3308,432,278,A,P,2022-10-25,3308
3309,229,279,A,R,2021-09-07,3309
3310,44,122,A,A,2021-02-22,3310
3311,505,156,A,F,2021-01-17,3311
3312,45,41,V,P,2021-11-26,3312
3313,4,71,V,A,2024-02-29,3313
3314,176,203,V,A,2020-02-13,3314
3315,417,77,V,A,2020-07-01,3315
3316,324,281,V,R,2024-05-25,3316
3317,152,89,A,F,2023-07-21,3317
3318,329,483,V,A,2022-10-23,3318
3319,326,345,V,R,2020-04-07,3319
3320,177,68,A,A,2023-05-03,3320
3321,224,464,A,R,2023-05-27,3321
3322,536,294,V,P,2019-02-05,3322
3323,363,370,A,A,2023-03-02,3323
3324,513,387,A,R,2023-07-06,3324
3325,139,280,A,A,2020-03-11,3325
3326,99,371,V,F,2023-02-15,3326
3327,306,386,A,A,2021-07-07,3327
3328,106,401,V,P,2023-06-07,3328
3329,447,63,A,A,2019-09-19,3329
3330,521,19,V,A,2024-03-27,3330
3331,449,284,A,A,2020-03-19,3331
3332,25,381,A,P,2021-10-28,3332
3333,236,121,V,A,2019-05-19,3333
3334,68,75,V,F,2023-01-01,3334
3335,92,371,V,F,2022-02-05,3335
3336,48,75,V,A,2022-07-23,3336
3337,44,106,A,A,2023-06-25,3337
3338,250,1,A,P,2023-02-20,3338
3339,96,488,A,F,2020-01-20,3339
3340,168,112,A,A,2022-03-02,3340
3341,566,72,V,F,2019-05-24,3341
3342,275,231,V,A,2019-06-05,3342
3343,26,99,A,F,2019-09-12,3343
3344,83,56,A,A,2021-09-12,3344
3345,191,114,A,P,2023-04-29,3345
3346,424,32,A,P,2023-01-01,3346
3347,397,38,A,A,2023-01-07,3347
3348,542,89,V,A,2023-12-17,3348
3349,295,456,V,A,2021-07-24,3349
3350,462,142,A,R,2019-06-04,3350
3351,366,55,V,A,2024-02-26,3351
3352,607,306,V,P,2020-04-18,3352
3353,545,321,A,A,2022-03-03,3353
3354,553,273,V,A,2024-04-26,3354
3355,452,450,V,F,2023-04-16,3355
3356,50,238,V,R,2022-04-06,3356
3357,221,195,A,P,2019-08-13,3357
3358,602,205,V,R,2022-09-09,3358
3359,79,210,A,F,2024-05-27,3359
3360,202,343,A,A,2024-02-16,3360
3361,436,156,A,A,2022-02-08,3361
3362,355,464,A,R,2020-04-17,3362
3363,374,19,A,R,2020-12-13,3363
3364,464,105,V,P,2023-09-03,3364
3365,71,382,V,P,2020-09-10,3365
3366,405,119,V,A,2024-05-09,3366
3367,146,371,A,R,2023-03-03,3367
3368,162,101,V,P,2021-11-03,3368
3369,301,375,V,P,2019-07-11,3369
3370,18,149,V,R,2020-07-07,3370
3371,162,292,V,P,2019-12-24,3371
3372,475,234,V,R,2022-12-13,3372
3373,310,374,A,P,2022-09-05,3373
3374,2,350,V,P,2022-08-15,3374
3375,499,287,A,F,2022-01-10,3375
3376,514,18,A,F,2019-03-13,3376
3377,189,172,A,R,2024-01-25,3377
3378,166,494,A,A,2021-05-12,3378
3379,80,39,A,P,2022-12-15,3379
3380,541,152,A,A,2019-03-15,3380
3381,405,232,V,P,2024-03-09,3381
3382,328,137,V,A,2020-08-06,3382
3383,338,166,V,P,2020-05-09,3383
3384,48,171,V,P,2021-07-03,3384
3385,103,4,V,R,2023-04-25,3385
3386,234,386,A,R,2022-07-08,3386
3387,157,139,A,A,2022-12-07,3387
3388,563,13,V,R,2021-03-26,3388
3389,243,189,A,P,2020-12-15,3389
3390,242,185,A,P,2019-02-15,3390
3391,83,453,A,R,2019-07-13,3391
3392,262,7,V,R,2022-08-13,3392
3393,479,468,V,R,2023-08-06,3393
3394,532,351,A,P,2020-10-30,3394
3395,33,57,A,R,2021-02-16,3395
3396,403,283,A,R,2019-05-15,3396
3397,411,480,V,R,2023-10-13,3397
3398,85,419,V,F,2021-05-19,3398
3399,1,454,A,F,2021-06-28,3399
3400,99,152,V,A,2023-03-24,3400
3401,132,330,V,A,2019-04-21,3401
3402,329,476,A,A,2019-04-27,3402
